Ticker,Name,Exchange
SUNS,Solar Senior Capital Ltd.,NASDAQ
SUPN,Supernus Pharmaceuticals Inc.,NASDAQ
SURG,Synergetics USA,NASDAQ
SWKS,Skyworks Solutions,NASDAQ
SYBT,S.Y. Bancorp,NASDAQ
SYNA,Synaptics Inc.,NASDAQ
SYPR,Sypris Solutions,NASDAQ
TACT,Transact Technologies Inc.,NASDAQ
TAIT,Taitron Components Inc.,NASDAQ
TATT,Tat Technologies Ltd,NASDAQ
TAYD,Taylor Devices,NASDAQ
TBBK,The Bancorp,NASDAQ
TCBI,Texas Capital Bancshares,NASDAQ
TCBK,Trico Bancshares,NASDAQ
TCPC,Tcp Capital Corp.,NASDAQ
TECH,Techne Corp.,NASDAQ
TFSL,Tfs Financial Corp.,NASDAQ
TGTX,Tg Therapeutics,NASDAQ
THFF,First Financial Corporation Indiana,NASDAQ
THRD,Tf Financial Corp.,NASDAQ
THRM,Amerigon Incorporated,NASDAQ
TIGR,Tigerlogic Corp.,NASDAQ
TILE,Interface,NASDAQ
TIPT,Tiptree Financial Inc.,NASDAQ
TITN,Titan Machinery Inc.,NASDAQ
TLF,Tandy Leather Factory,NASDAQ
TNXP,Tonix Pharm Hldg Cor,NASDAQ
TOWN,Towne Bank,NASDAQ
TRAK,Dealertrack Holdings,NASDAQ
TREE,Tree.Com,NASDAQ
TRIB,Trinity Biotech Plc,NASDAQ
TRIP,Tripadvisor Inc.,NASDAQ
TRMB,Trimble Navigation Limited,NASDAQ
TRMK,Trustmark Corp.,NASDAQ
TRNS,Transcat,NASDAQ
TROW,T. Rowe Price Group,NASDAQ
TRS,Trimas Corp.,NASDAQ
TRST,Trustco Bank Corp NY,NASDAQ
TSBK,Timberland Bancorp,NASDAQ
TSCO,Tractor Supply Company,NASDAQ
TSEM,Tower Semiconductor Ltd,NASDAQ
TSLA,Tesla Motors,NASDAQ
TTEC,Teletech Holdings,NASDAQ
TTEK,Tetra Tech,NASDAQ
TTGT,Techtarget,NASDAQ
TTMI,Ttm Technologies,NASDAQ
TTWO,Take-Two Interactive Software,NASDAQ
TWIN,Twin Disc Inc.,NASDAQ
TXN,Texas Instruments Inc.,NASDAQ
TXRH,Texas Roadhouse,NASDAQ
TZOO,Travelzoo Inc,NASDAQ
UBCP,United Bancorp,NASDAQ
UBFO,United Security Bancshares,NASDAQ
UBSI,United Bankshares,NASDAQ
UCTT,Ultra Clean Holdings,NASDAQ
UEIC,Universal Electronics Inc.,NASDAQ
UFCS,United Fire Group Inc.,NASDAQ
UFPI,Universal Forest Products,NASDAQ
UFPT,Ufp Technologies,NASDAQ
UG,United-Guardian,NASDAQ
UHAL,Amerco,NASDAQ
ULBI,Ultralife Corp.,NASDAQ
ULTA,Ulta Salon Cosmetics & Fragrance,NASDAQ
UMBF,Umb Financial Corp.,NASDAQ
UNB,Union Bankshares,NASDAQ
UNFI,United Natural Foods,NASDAQ
UNTY,Unity Bancorp,NASDAQ
URBN,Urban Outfitters,NASDAQ
USEG,U.S. Energy,NASDAQ
USLM,United States Lime & Minerals,NASDAQ
UTHR,United Therapeutics Corp.,NASDAQ
UTMD,Utah Medical Products,NASDAQ
UTSI,Ustarcom Holdings Corp.,NASDAQ
UVSP,Univest Corporation Of Pennsylvania,NASDAQ
VALU,Value Line,NASDAQ
VECO,Veeco Instruments Inc.,NASDAQ
VICR,Vicor Corp.,NASDAQ
VIRC,Virco Manufacturing Corp.,NASDAQ
VLGEA,Village Super Market,NASDAQ
VNDA,Vanda Pharmaceuticals Inc.,NASDAQ
VNET,21Vianet Group Inc.,NASDAQ
VOD,Vodafone Group Plc,NASDAQ
VRA,Vera Bradley,NASDAQ
VRNT,Verint Systems Inc.,NASDAQ
VRSK,Verisk Analytics,NASDAQ
VRSN,Verisign,NASDAQ
VRTS,Virtus Investment Partners,NASDAQ
VRTX,Vertex Pharmaceuticals Inc.,NASDAQ
VSAT,Viasat,NASDAQ
VSEC,Vse Corp.,NASDAQ
VSTM,Verastem Inc.,NASDAQ
WABC,Westamerica Bancorporation,NASDAQ
WAFD,Washington Federal,NASDAQ
WASH,Washington Trust Bancorp,NASDAQ
WDC,Western Digital Corp.,NASDAQ
WDFC,Wd-40 Company,NASDAQ
WEN,The Wendy's Company,NASDAQ
WERN,Werner Enterprises,NASDAQ
WEYS,Weyco Group,NASDAQ
WHF,Whitehorse Finance Inc.,NASDAQ
WHLR,Wheeler Real Estate Investment,NASDAQ
WILC,G. Willi-Food International Ltd,NASDAQ
WINA,Winmark Corp.,NASDAQ
WLDN,Willdan Group,NASDAQ
WLFC,Willis Lease Finance Corp.,NASDAQ
WOOF,Vca Antech,NASDAQ
WPRT,Westport Innovations Inc,NASDAQ
WRLD,World Acceptance Corp.,NASDAQ
WSBC,Wesbanco,NASDAQ
WSBF,Waterstone Financial,NASDAQ
WSFS,Wsfs Financial Corp.,NASDAQ
WTBA,West Bancorporation,NASDAQ
WTFC,Wintrust Financial Corp.,NASDAQ
WVVI,Willamette Valley Vineyards,NASDAQ
WWD,Woodward,NASDAQ
WYNN,Wynn Resorts Limited,NASDAQ
XOMA,Xoma Ltd,NASDAQ
XRAY,Dentsply International Inc.,NASDAQ
XRTX,Xyratex Ltd,NASDAQ
XTLB,Xtl Biopharma Ads,NASDAQ
YORW,The York Water Company,NASDAQ
Z,Zillow Inc. Cl A,NASDAQ
ZBRA,Zebra Technologies Corporation,NASDAQ
ZEUS,Olympic Steel,NASDAQ
ZION,Zions Bancorporation,NASDAQ
ZUMZ,Zumiez Inc.,NASDAQ
